protein,gene_id,orth_id,pident,evalue,score
XP_004769731.1,CLCC1,ENSMPUP00000002743,100,0.0,1114
XP_004769732.1,TAF13,ENSMPUP00000002756,100,1.07e-81,242
XP_004769734.1,CFAP276,ENSMPUP00000002759,100,2.43e-121,346
XP_004769736.1,ELAPOR1,ENSMPUP00000002768,96.7,0.0,2045
XP_004769737.1,ELAPOR1,ENSMPUP00000002768,99.4,0.0,2016
XP_004769738.1,ELAPOR1,ENSMPUP00000002768,99.4,0.0,2060
XP_004769739.1,ELAPOR1,ENSMPUP00000002768,99.3,0.0,2015
XP_004769741.1,SARS1,ENSMPUP00000002923,100,0.0,1022
XP_004769753.1,PSMA5,ENSMPUP00000003156,100,3.39e-167,468
XP_004769754.2,SYPL2,ENSMPUP00000003201,98.9,9.44e-190,526
XP_004769759.1,ATXN7L2,ENSMPUP00000003244,95.5,0.0,1325
XP_004769761.1,AMIGO1,ENSMPUP00000003255,100,0.0,873
XP_004769762.1,AMIGO1,ENSMPUP00000003255,100,0.0,873
XP_004769763.1,AMIGO1,ENSMPUP00000003255,100,0.0,873
XP_004769764.1,GNAI3,ENSMPUP00000003264,100,3.83e-257,704
XP_004769765.2,GPR61,ENSMPUP00000019771,100,7.37e-316,861
XP_004769766.1,GNAT2,ENSMPUP00000003349,99.2,4.12e-255,699
XP_004769768.2,AMPD2,ENSMPUP00000003435,100,0.0,1591
XP_004769769.1,AMPD2,ENSMPUP00000003435,100,0.0,1749
XP_004769774.1,GSTM3,ENSMPUP00000003638,100,4.52e-169,471
XP_004769777.1,AHCYL1,ENSMPUP00000003733,100,0.0,1055
XP_004769778.1,AHCYL1,ENSMPUP00000003733,100,0.0,1053
XP_004769781.1,STRIP1,ENSMPUP00000003740,100,0.0,1592
XP_004769784.1,UBL4B,ENSMPUP00000019773,100,1.20e-101,296
XP_004769785.1,SLC6A17,ENSMPUP00000003771,100,0.0,1446
XP_004769789.1,KCNC4,ENSMPUP00000003784,100,0.0,1207
XP_004769790.1,KCNC4,ENSMPUP00000003784,100,0.0,1172
XP_004769791.1,KCNC4,ENSMPUP00000003784,99.8,0.0,1171
XP_004769797.1,SLC16A4,ENSMPUP00000003794,100,6.44e-289,793
XP_004769800.1,SLC16A4,ENSMPUP00000003794,100,7.37e-283,778
XP_004769801.1,SLC16A4,ENSMPUP00000003794,100,2.29e-299,819
XP_004769804.1,PROK1,ENSMPUP00000003812,100,4.90e-78,231
XP_004769805.1,LOC101677169,ENSMPUP00000003816,97.1,1.73e-272,746
XP_004769806.1,KCNA2,ENSMPUP00000019778,100,0.0,901
XP_004769807.1,KCNA2,ENSMPUP00000019778,100,0.0,901
XP_004769809.1,CD53,ENSMPUP00000004153,100,4.14e-146,412
XP_004769810.1,LRIF1,ENSMPUP00000004164,100,0.0,1407
XP_004769812.1,LRIF1,ENSMPUP00000004164,100,6.46e-142,422
XP_004769813.1,CEPT1,ENSMPUP00000004206,100,6.79e-312,848
XP_004769815.1,CEPT1,ENSMPUP00000004206,100,6.79e-312,848
XP_004769823.1,DENND2D,ENSMPUP00000004214,100,0.0,941
XP_004769824.1,DENND2D,ENSMPUP00000004214,99.3,0.0,903
XP_004769828.1,ATP5PB,ENSMPUP00000004734,100,2.36e-170,477
XP_004769829.1,WDR77,ENSMPUP00000004718,100,2.39e-254,696
XP_004769831.1,RAP1A,ENSMPUP00000004802,100,1.79e-128,365
XP_004769832.1,RAP1A,ENSMPUP00000004802,100,1.79e-128,365
XP_004769834.1,INKA2,ENSMPUP00000004872,100,9.53e-206,569
XP_004769835.1,DDX20,ENSMPUP00000004881,100,0.0,1555
XP_004769839.1,CAPZA1,ENSMPUP00000004938,100,4.94e-212,585
XP_004769840.1,ST7L,ENSMPUP00000004919,100,0.0,1051
XP_004769841.1,ST7L,ENSMPUP00000004919,100,0.0,1052
XP_004769842.1,ST7L,ENSMPUP00000004919,100,0.0,1057
XP_004769845.1,ST7L,ENSMPUP00000004919,100,0.0,948
XP_004769846.1,ST7L,ENSMPUP00000004919,89.5,0.0,895
XP_004769847.1,WNT2B,ENSMPUP00000004930,100,1.82e-302,822
XP_004769849.1,CTTNBP2NL,ENSMPUP00000004913,100,0.0,960
XP_004769850.1,CTTNBP2NL,ENSMPUP00000004913,100,0.0,960
XP_004769851.1,MOV10,ENSMPUP00000004946,99.4,0.0,2021
XP_004769853.2,MOV10,ENSMPUP00000004946,99.3,0.0,2052
XP_004769855.1,MOV10,ENSMPUP00000004946,99.4,0.0,1904
XP_004769856.1,MOV10,ENSMPUP00000004946,99.4,0.0,2021
XP_004769858.1,RHOC,ENSMPUP00000005105,100,1.54e-137,389
XP_004769863.1,TAFA3,ENSMPUP00000005193,78.9,3.95e-86,257
XP_004769864.1,TAFA3,ENSMPUP00000005193,78.9,3.98e-87,259
XP_004769866.1,TAFA3,ENSMPUP00000005193,100,2.92e-93,273
XP_004769867.1,TAFA3,ENSMPUP00000005193,78.9,3.13e-87,258
XP_004769868.1,TAFA3,ENSMPUP00000005193,78.9,2.36e-87,258
XP_004769873.1,LOC101693524,ENSMPUP00000005205,99.8,4.89e-292,798
XP_004769883.2,LRIG2,ENSMPUP00000005216,99.8,0.0,1671
XP_004769884.1,MAGI3,ENSMPUP00000005229,100,0.0,2877
XP_004769886.1,MAGI3,ENSMPUP00000005229,100,0.0,2218
XP_004769890.1,PHTF1,ENSMPUP00000005243,100,0.0,1449
XP_004769895.2,RSBN1,ENSMPUP00000005255,97.0,0.0,1489
XP_004769897.1,BCL2L15,ENSMPUP00000005284,100,3.24e-113,325
XP_004769898.1,DCLRE1B,ENSMPUP00000005308,100,0.0,1078
XP_004769900.1,AP4B1,ENSMPUP00000005297,100,0.0,1476
XP_004769901.1,AP4B1,ENSMPUP00000005297,100,0.0,1476
XP_004769902.1,AP4B1,ENSMPUP00000005297,100,0.0,1476
XP_004769903.1,AP4B1,ENSMPUP00000005297,100,0.0,1476
XP_004769904.1,AP4B1,ENSMPUP00000005297,100,0.0,1476
XP_004769908.1,HIPK1,ENSMPUP00000005316,100,0.0,2255
XP_004769911.1,OLFML3,ENSMPUP00000005328,100,7.51e-304,827
XP_004769916.1,BCAS2,ENSMPUP00000005597,100,3.99e-158,443
XP_004769917.1,DENND2C,ENSMPUP00000005604,100,0.0,1843
XP_004769921.1,AMPD1,ENSMPUP00000005687,100,0.0,1582
XP_004769922.1,AMPD1,ENSMPUP00000005687,99.4,0.0,1570
XP_004769926.1,CSDE1,ENSMPUP00000005706,100,0.0,1571
XP_004769927.1,NRAS,ENSMPUP00000005697,100,5.18e-134,379
XP_004769929.1,LOC101683335,ENSMPUP00000005728,100,0.0,1033
XP_004769936.2,SIKE1,ENSMPUP00000005724,97.6,5.42e-130,371
XP_004769937.2,SIKE1,ENSMPUP00000005724,99.5,1.18e-132,377
XP_004769941.2,LAMTOR5,ENSMPUP00000003803,100,7.51e-60,184
XP_004769942.1,KCNA10,ENSMPUP00000019776,100,0.0,953
XP_004769944.1,LOC101688344,ENSMPUP00000018579,100,6.33e-214,592
XP_004769946.2,CHIA,ENSMPUP00000004271,92.1,4.00e-242,671
XP_004769949.2,TRIM33,ENSMPUP00000005374,100,0.0,1860
XP_004769961.1,KIAA0825,ENSMPUP00000004163,100,0.0,2471
XP_004769963.1,SLF1,ENSMPUP00000004179,92.4,0.0,1768
XP_004769965.1,FAM81B,ENSMPUP00000004244,100,7.66e-284,778
XP_004769966.1,FAM81B,ENSMPUP00000004244,100,4.25e-283,776
XP_004769969.1,ARSK,ENSMPUP00000004275,100,0.0,1113
XP_004769970.1,GPR150,ENSMPUP00000018377,100,5.64e-294,804
XP_004769971.1,SPATA9,ENSMPUP00000004295,98.8,9.64e-169,473
XP_004769972.1,SPATA9,ENSMPUP00000004295,100,2.28e-171,479
XP_004769973.1,SPATA9,ENSMPUP00000004295,99.6,7.80e-154,434
XP_004769974.1,SPATA9,ENSMPUP00000004295,100,2.41e-154,435
XP_004769976.2,RFESD,ENSMPUP00000004284,100,8.47e-117,337
XP_004769980.3,RHOBTB3,ENSMPUP00000004316,100,0.0,1234
XP_004769983.1,GLRX,ENSMPUP00000004323,100,6.70e-72,216
XP_004769984.1,ELL2,ENSMPUP00000004331,100,0.0,1183
XP_004769985.1,PCSK1,ENSMPUP00000004337,100,0.0,1526
XP_004769987.1,CAST,ENSMPUP00000004344,100,0.0,1369
XP_004769988.1,CAST,ENSMPUP00000004344,99.7,0.0,1361
XP_004769989.1,CAST,ENSMPUP00000004344,99.9,0.0,1363
XP_004769990.1,CAST,ENSMPUP00000004344,99.6,0.0,1355
XP_004769991.1,CAST,ENSMPUP00000004344,99.7,0.0,1326
XP_004769993.1,CAST,ENSMPUP00000004344,93.9,0.0,1264
XP_004769994.1,CAST,ENSMPUP00000004344,95.4,0.0,1292
XP_004769995.1,CAST,ENSMPUP00000004344,93.5,0.0,1251
XP_004769996.1,CAST,ENSMPUP00000004344,96.1,0.0,1325
XP_004769997.1,CAST,ENSMPUP00000004344,96.0,0.0,1323
XP_004769998.1,CAST,ENSMPUP00000004344,95.7,0.0,1267
XP_004770000.1,CAST,ENSMPUP00000004344,99.4,0.0,1239
XP_004770001.1,CAST,ENSMPUP00000004344,96.9,0.0,1194
XP_004770002.1,ERAP1,ENSMPUP00000004363,100,0.0,1884
XP_004770003.1,ERAP1,ENSMPUP00000004363,100,0.0,1884
XP_004770004.1,ERAP1,ENSMPUP00000004363,100,0.0,1862
XP_004770005.1,ERAP2,ENSMPUP00000004377,100,0.0,1915
XP_004770006.1,ERAP2,ENSMPUP00000004377,100,0.0,1915
XP_004770007.2,LOC101682451,ENSMPUP00000004387,99.7,0.0,2021
XP_004770008.2,LOC101682451,ENSMPUP00000004387,99.7,0.0,1992
XP_004770010.1,LIX1,ENSMPUP00000004409,100,1.91e-198,550
XP_004770011.1,RIOK2,ENSMPUP00000004416,100,0.0,1081
XP_004770016.1,YIF1A,ENSMPUP00000011175,100,4.05e-210,580
XP_004770018.1,CNIH2,ENSMPUP00000011178,100,1.49e-112,323
XP_004770022.1,RAB1B,ENSMPUP00000011213,100,6.03e-141,398
XP_004770026.2,PACS1,ENSMPUP00000011244,99.9,0.0,1630
XP_004770027.3,PACS1,ENSMPUP00000011244,100,0.0,1635
XP_004770034.1,SF3B2,ENSMPUP00000011257,100,0.0,1345
XP_004770035.2,GAL3ST3,ENSMPUP00000011266,98.6,1.66e-306,836
XP_004770036.1,CATSPER1,ENSMPUP00000011276,100,0.0,1058
XP_004770037.1,EIF1AD,ENSMPUP00000011298,100,5.60e-90,266
XP_004770038.1,EIF1AD,ENSMPUP00000011298,100,5.60e-90,266
XP_004770040.1,EIF1AD,ENSMPUP00000011298,100,5.60e-90,266
XP_004770041.1,BANF1,ENSMPUP00000011292,100,9.58e-62,189
XP_004770043.1,CST6,ENSMPUP00000011286,100,2.07e-106,306
XP_004770048.2,SART1,ENSMPUP00000011302,98.4,0.0,1338
XP_004770049.2,LOC101693525,ENSMPUP00000011319,99.8,0.0,1036
XP_004770051.1,CUNH11orf68,ENSMPUP00000019850,100,1.06e-184,513
XP_004770052.1,CCDC85B,ENSMPUP00000019853,100,6.26e-121,347
XP_004770053.1,FOSL1,ENSMPUP00000011341,100,6.81e-166,467
XP_004770055.1,LOC101670497,ENSMPUP00000011353,98.1,8.96e-257,704
XP_004770060.3,CTSW,ENSMPUP00000011343,100,1.55e-290,793
XP_004770061.1,SNX32,ENSMPUP00000011423,99.7,5.14e-259,717
XP_004770062.1,SNX32,ENSMPUP00000011423,99.7,1.42e-258,716
XP_004770065.1,SNX32,ENSMPUP00000011423,99.7,8.12e-260,717
XP_004770066.1,SNX32,ENSMPUP00000011423,99.7,6.00e-271,744
XP_004770067.1,SNX32,ENSMPUP00000011423,99.7,1.65e-270,743
XP_004770072.1,MUS81,ENSMPUP00000011402,94.6,0.0,991
XP_004770079.1,AP5B1,ENSMPUP00000011525,100,0.0,1695
XP_004770085.1,OVOL1,ENSMPUP00000011502,100,8.86e-160,451
XP_004770089.1,KAT5,ENSMPUP00000011528,100,0.0,1046
XP_004770091.1,KAT5,ENSMPUP00000011528,89.9,0.0,917
XP_004770092.1,RNASEH2C,ENSMPUP00000011537,100,7.52e-121,345
XP_004770093.1,SIPA1,ENSMPUP00000011553,100,0.0,2040
XP_004770094.1,MAP3K11,ENSMPUP00000011738,100,0.0,1663
XP_004770098.1,ZNRD2,ENSMPUP00000011843,100,2.43e-137,389
XP_004770108.1,SLC25A45,ENSMPUP00000011888,99.6,1.65e-204,567
XP_004770110.1,SLC25A45,ENSMPUP00000011888,99.6,9.90e-193,537
XP_004770113.1,SLC25A45,ENSMPUP00000011888,100,5.16e-215,592
XP_004770123.1,DPF2,ENSMPUP00000011895,100,9.45e-302,822
XP_004770124.1,DPF2,ENSMPUP00000011895,96.3,1.98e-288,787
XP_004770125.1,CDC42EP2,ENSMPUP00000019859,100,2.41e-149,420
XP_004770126.1,POLA2,ENSMPUP00000011906,100,0.0,1170
XP_004770127.1,POLA2,ENSMPUP00000011906,91.3,0.0,1044
XP_004770128.2,LOC101688727,ENSMPUP00000011916,100,0.0,1120
XP_004770129.2,LOC101689006,ENSMPUP00000011920,99.6,0.0,1080
XP_004770134.1,CAPN1,ENSMPUP00000012113,100,0.0,1458
XP_004770136.2,MRPL49,ENSMPUP00000012130,99.4,3.92e-120,342
XP_004770138.1,SYVN1,ENSMPUP00000012121,97.9,0.0,1003
XP_004770139.1,FAU,ENSMPUP00000012140,100,5.35e-84,248
XP_004770140.1,ZNHIT2,ENSMPUP00000019860,100,5.12e-286,781
XP_004770143.1,VPS51,ENSMPUP00000012195,100,0.0,1471
XP_004770152.1,TM7SF2,ENSMPUP00000012154,100,1.72e-309,842
XP_004770155.1,NAALADL1,ENSMPUP00000012269,99.7,0.0,1461
XP_004770156.3,SNX15,ENSMPUP00000012371,100,1.02e-276,758
XP_004770157.1,SNX15,ENSMPUP00000012371,96.9,7.88e-218,605
XP_004770162.1,ARL2,ENSMPUP00000012375,100,3.96e-131,372
XP_004770164.2,BATF2,ENSMPUP00000012380,100,7.18e-195,540
XP_004770165.1,PPP2R5B,ENSMPUP00000012390,100,0.0,971
XP_004770174.1,ATG2A,ENSMPUP00000012396,99.9,0.0,3740
XP_004770176.1,MEN1,ENSMPUP00000012415,100,0.0,1082
XP_004770177.1,MEN1,ENSMPUP00000012415,100,0.0,1083
XP_004770189.1,PYGM,ENSMPUP00000012645,100,0.0,1706
XP_004770204.1,SLC22A12,ENSMPUP00000012744,100,0.0,1074
XP_004770207.1,SLC22A11,ENSMPUP00000012797,100,0.0,1010
XP_004770212.2,ESRRA,ENSMPUP00000012828,100,6.97e-299,819
XP_004770213.1,ESRRA,ENSMPUP00000012828,100,6.97e-299,819
XP_004770215.2,TRMT112,ENSMPUP00000012812,100,1.30e-87,257
XP_004770217.1,KCNK4,ENSMPUP00000012830,100,4.04e-272,749
XP_004770222.1,BAD,ENSMPUP00000012854,100,6.23e-118,337
XP_004770229.1,FKBP2,ENSMPUP00000013130,100,2.57e-114,327
XP_004770230.1,FKBP2,ENSMPUP00000013130,100,8.81e-98,285
XP_004770231.1,FKBP2,ENSMPUP00000013130,100,8.81e-98,285
XP_004770232.1,FKBP2,ENSMPUP00000013130,100,8.81e-98,285
XP_004770233.1,FKBP2,ENSMPUP00000013130,100,8.81e-98,285
XP_004770238.1,FERMT3,ENSMPUP00000013182,100,0.0,1327
XP_004770240.1,TRPT1,ENSMPUP00000013174,99.2,3.22e-178,498
XP_004770241.1,TRPT1,ENSMPUP00000013174,100,7.22e-199,550
XP_004770243.1,DNAJC4,ENSMPUP00000013168,100,1.39e-183,510
XP_004770247.1,VEGFB,ENSMPUP00000013134,100,7.89e-124,353
XP_004770253.1,STIP1,ENSMPUP00000013199,100,0.0,1038
XP_004770255.1,FLRT1,ENSMPUP00000019862,100,0.0,1281
XP_004770259.1,OTUB1,ENSMPUP00000013216,100,2.51e-193,536
XP_004770262.1,NAA40,ENSMPUP00000013219,100,1.39e-173,483
XP_004770264.1,RCOR2,ENSMPUP00000013222,100,0.0,971
XP_004770272.1,MARK2,ENSMPUP00000013228,99.9,0.0,1485
XP_004770274.1,MARK2,ENSMPUP00000013228,98.7,0.0,1461
XP_004770281.1,ATL3,ENSMPUP00000013264,100,0.0,1043
XP_004770282.1,LOC101675684,ENSMPUP00000013374,100,5.18e-114,327
XP_004770283.1,LOC101675684,ENSMPUP00000013374,100,5.18e-114,327
XP_004770284.1,LOC101675684,ENSMPUP00000013374,100,5.18e-114,327
XP_004770285.1,LOC101675684,ENSMPUP00000013374,100,5.18e-114,327
XP_004770286.1,LOC101675684,ENSMPUP00000013374,99.4,5.14e-111,319
XP_004770288.1,LOC101676773,ENSMPUP00000013377,100,1.27e-114,328
XP_004770289.1,LGALS12,ENSMPUP00000013380,100,4.88e-237,651
XP_004770291.1,LOC101677732,ENSMPUP00000013425,100,0.0,1075
XP_004770292.1,LOC101677732,ENSMPUP00000013425,100,0.0,1075
XP_004770299.1,SLC22A8,ENSMPUP00000013441,100,0.0,1090
XP_004770300.1,SLC22A8,ENSMPUP00000013441,100,1.69e-312,857
XP_004770301.1,SLC22A6,ENSMPUP00000013448,96.3,0.0,1065
XP_004770303.1,SLC22A6,ENSMPUP00000013448,100,0.0,1076
XP_004770307.1,CHRM1,ENSMPUP00000019864,100,2.64e-304,833
XP_004770308.1,CHRM1,ENSMPUP00000019864,100,2.64e-304,833
XP_004770310.1,CHRM1,ENSMPUP00000019864,100,2.64e-304,833
XP_004770311.2,SLC3A2,ENSMPUP00000013450,99.8,0.0,1044
XP_004770313.1,STX5,ENSMPUP00000013511,100,2.48e-233,644
XP_004770315.1,STX5,ENSMPUP00000013511,100,2.48e-233,644
XP_004770316.1,WDR74,ENSMPUP00000013454,100,2.00e-286,781
XP_004770317.1,WDR74,ENSMPUP00000013454,100,2.40e-207,578
XP_004770319.1,NXF1,ENSMPUP00000013555,100,0.0,1223
XP_004770320.1,TMEM223,ENSMPUP00000013561,100,8.21e-139,392
XP_004770327.1,TTC9C,ENSMPUP00000013595,100,1.04e-117,337
XP_004770329.2,BSCL2,ENSMPUP00000013609,99.8,0.0,866
XP_004770330.2,BSCL2,ENSMPUP00000013609,99.8,0.0,866
XP_004770331.2,BSCL2,ENSMPUP00000013609,99.3,5.68e-314,857
XP_004770333.2,BSCL2,ENSMPUP00000013609,99.7,3.46e-272,749
XP_004770334.2,BSCL2,ENSMPUP00000013609,99.7,3.46e-272,749
XP_004770341.1,CSKMT,ENSMPUP00000013635,100,5.70e-179,497
XP_004770342.1,CSKMT,ENSMPUP00000013635,100,5.70e-179,497
XP_004770345.1,INTS5,ENSMPUP00000013638,100,0.0,1999
XP_004770346.1,GANAB,ENSMPUP00000013641,100,0.0,1959
XP_004770347.1,GANAB,ENSMPUP00000013641,97.7,0.0,1901
XP_004770350.1,EML3,ENSMPUP00000013776,100,0.0,1714
XP_004770351.1,EML3,ENSMPUP00000013776,99.9,0.0,1707
XP_004770353.1,EML3,ENSMPUP00000013776,89.4,0.0,1582
XP_004770354.1,ROM1,ENSMPUP00000013755,100,4.07e-246,676
XP_004770360.2,EEF1G,ENSMPUP00000013837,100,0.0,867
XP_004770362.1,SCGB1A1,ENSMPUP00000013887,100,1.66e-56,176
XP_004770363.2,ASRGL1,ENSMPUP00000013890,99.4,5.14e-216,597
XP_004770364.1,LOC101670884,ENSMPUP00000013893,100,9.73e-55,171
XP_004770365.1,SCGB2A2,ENSMPUP00000013896,100,1.21e-63,194
XP_004770366.1,LOC101671485,ENSMPUP00000013900,100,5.92e-48,156
XP_004770367.1,LOC101671796,ENSMPUP00000013902,97.9,3.28e-62,190
XP_004770368.1,LOC101672092,ENSMPUP00000013905,100,5.38e-57,177
XP_004770372.1,LOC101672396,ENSMPUP00000013909,99.0,0.0,1271
XP_004770373.1,LOC101672396,ENSMPUP00000013909,100,0.0,1284
XP_004770375.1,RAB3IL1,ENSMPUP00000013967,89.7,1.20e-297,815
XP_004770376.1,RAB3IL1,ENSMPUP00000013967,100,1.22e-307,838
XP_004770380.1,FADS3,ENSMPUP00000013994,100,0.0,930
XP_004770384.1,FADS1,ENSMPUP00000014004,99.7,4.58e-287,786
XP_004770385.1,FADS1,ENSMPUP00000014004,100,0.0,918
XP_004770386.1,FADS1,ENSMPUP00000014004,100,2.21e-274,752
XP_004770387.1,FADS1,ENSMPUP00000014004,100,2.21e-274,752
XP_004770388.1,FADS1,ENSMPUP00000014004,100,2.21e-274,752
XP_004770389.2,FEN1,ENSMPUP00000019865,99.7,1.11e-260,716
XP_004770397.1,DAGLA,ENSMPUP00000014035,100,0.0,2038
XP_004770400.1,SYT7,ENSMPUP00000014043,100,0.0,1202
XP_004770404.1,PPP1R32,ENSMPUP00000014049,100,0.0,892
XP_004770405.1,PPP1R32,ENSMPUP00000014049,100,0.0,893
XP_004770406.1,PPP1R32,ENSMPUP00000014049,100,0.0,893
XP_004770409.1,SDHAF2,ENSMPUP00000014053,100,5.35e-118,337
XP_004770411.1,CPSF7,ENSMPUP00000014056,100,1.27e-276,764
XP_004770416.1,TMEM216,ENSMPUP00000014062,100,1.13e-84,252
XP_004770418.1,TMEM216,ENSMPUP00000014062,100,3.63e-46,152
XP_004770419.1,TMEM216,ENSMPUP00000014062,100,3.63e-46,152
XP_004770420.1,LOC101684103,ENSMPUP00000014078,100,5.19e-174,486
XP_004770422.1,LOC101684103,ENSMPUP00000014078,100,5.19e-174,486
XP_004770425.1,TMEM138,ENSMPUP00000014067,100,4.09e-104,301
XP_004770426.1,TMEM138,ENSMPUP00000014067,100,4.09e-104,301
XP_004770427.1,TKFC,ENSMPUP00000014084,100,0.0,1070
XP_004770428.1,TKFC,ENSMPUP00000014084,100,0.0,1070
XP_004770429.1,TKFC,ENSMPUP00000014084,100,0.0,1070
XP_004770430.1,TKFC,ENSMPUP00000014084,100,0.0,1070
XP_004770432.1,LOC101686817,ENSMPUP00000014188,100,2.93e-282,771
XP_004770433.1,LOC101687099,ENSMPUP00000014222,100,8.57e-294,800
XP_004770434.1,CD5,ENSMPUP00000014271,100,0.0,980
XP_004770435.1,CD5,ENSMPUP00000014271,97.4,0.0,941
XP_004770436.2,CD6,ENSMPUP00000014275,99.9,0.0,1337
XP_004770439.2,TMEM132A,ENSMPUP00000014313,99.6,0.0,2001
XP_004770440.2,TMEM132A,ENSMPUP00000014313,99.7,0.0,2006
XP_004770442.1,TMEM109,ENSMPUP00000014318,100,4.95e-161,452
XP_004770443.1,PRPF19,ENSMPUP00000014325,100,0.0,939
XP_004770444.1,CCDC86,ENSMPUP00000014348,100,8.30e-185,522
XP_004770446.1,MS4A10,ENSMPUP00000014355,100,2.50e-192,533
XP_004770447.1,MS4A15,ENSMPUP00000014359,100,1.14e-169,474
XP_004770448.1,MS4A15,ENSMPUP00000014359,83.1,7.41e-130,372
XP_004770450.1,LOC101691381,ENSMPUP00000014375,100,2.61e-123,351
XP_004770456.1,MS4A13,ENSMPUP00000014383,100,1.76e-102,298
XP_004770462.1,LOC101694281,ENSMPUP00000014396,100,9.83e-204,565
XP_004770463.2,LOC101694579,ENSMPUP00000014398,99.5,2.35e-133,378
XP_004770467.1,MS4A7,ENSMPUP00000014404,100,2.04e-161,452
XP_004770468.1,MS4A7,ENSMPUP00000014404,85.6,3.15e-131,375
XP_004770469.1,LOC101671307,ENSMPUP00000014407,100,2.13e-167,468
XP_004770470.1,LOC101671307,ENSMPUP00000014407,85.5,5.52e-136,387
XP_004770471.1,LOC101671797,ENSMPUP00000014418,99.2,1.28e-160,451
XP_004770472.1,LOC101671797,ENSMPUP00000014418,100,6.08e-163,456
XP_004770473.1,LOC101671797,ENSMPUP00000014418,91.2,4.04e-143,405
XP_004770474.1,LOC101672508,ENSMPUP00000014423,100,4.50e-66,206
XP_004770478.1,LOC101673648,ENSMPUP00000014427,100,3.57e-201,557
XP_004770479.1,LOC101673648,ENSMPUP00000014427,100,1.13e-165,466
XP_004770481.1,LOC101674109,ENSMPUP00000014431,100,1.28e-161,452
XP_004770483.1,MS4A2,ENSMPUP00000014433,100,1.82e-172,481
XP_004770484.1,MS4A3,ENSMPUP00000014442,100,2.29e-137,390
XP_004770485.2,TCN1,ENSMPUP00000014451,99.8,3.83e-316,860
XP_004770488.2,STX3,ENSMPUP00000014483,100,7.75e-181,506
XP_004770489.2,STX3,ENSMPUP00000014483,100,7.75e-181,506
XP_004770492.2,MRPL16,ENSMPUP00000014472,99.2,4.16e-182,506
XP_004770494.1,LOC101678129,ENSMPUP00000014488,99.7,2.71e-213,590
XP_004770495.1,LOC101678738,ENSMPUP00000014492,99.7,1.05e-212,589
XP_004770496.1,PATL1,ENSMPUP00000014496,100,0.0,1462
XP_004770498.1,LOC101679640,ENSMPUP00000019873,100,3.57e-220,608
XP_004770507.3,RPS6KA4,ENSMPUP00000012800,100,0.0,1516
XP_004770516.3,FTH1,ENSMPUP00000013924,99.5,2.40e-125,359
XP_004770520.2,SLC15A3,ENSMPUP00000014281,99.8,0.0,1061
XP_004770521.3,ZP1,ENSMPUP00000014327,99.4,0.0,1267
XP_004770522.1,MS4A12,ENSMPUP00000014393,100,2.44e-173,485
XP_004770526.1,LOC101688346,ENSMPUP00000014484,99.0,4.58e-207,575
XP_004770529.1,LOC101689478,ENSMPUP00000019875,100,7.57e-215,594
XP_004770530.1,LOC101689768,ENSMPUP00000019876,100,8.60e-200,556
XP_004770531.1,LOC101690064,ENSMPUP00000019879,100,5.56e-217,599
XP_004770532.1,LOC101690337,ENSMPUP00000019881,100,4.41e-220,607
XP_004770533.1,LOC101690624,ENSMPUP00000019883,100,2.16e-223,617
XP_004770548.1,RBM11,ENSMPUP00000010608,99.6,5.66e-156,439
XP_004770549.1,RBM11,ENSMPUP00000010608,99.1,3.02e-153,432
XP_004770557.1,SAMSN1,ENSMPUP00000010620,100,1.68e-247,681
XP_004770559.1,HSPA13,ENSMPUP00000010617,100,0.0,912
XP_004770561.1,NRIP1,ENSMPUP00000019021,100,0.0,2217
XP_004770564.1,CXADR,ENSMPUP00000010654,100,2.38e-274,751
XP_004770565.1,CXADR,ENSMPUP00000010654,100,1.95e-239,661
XP_004770567.1,BTG3,ENSMPUP00000010660,100,6.17e-189,523
XP_004770570.1,CUNH21orf91,ENSMPUP00000010674,100,1.60e-218,602
XP_004770574.1,CHODL,ENSMPUP00000010645,100,4.73e-203,561
XP_004770575.1,NCAM2,ENSMPUP00000010735,99.6,0.0,1627
XP_004770578.1,LOC101685067,ENSMPUP00000019669,100,6.24e-71,214
XP_004770579.1,LOC101685363,ENSMPUP00000007009,100,6.18e-60,185
XP_004770581.1,LOC101685669,ENSMPUP00000019671,100,7.41e-70,212
XP_004770583.1,PPP2R2C,ENSMPUP00000007308,100,0.0,908
XP_004770584.1,PPP2R2C,ENSMPUP00000007308,99.1,0.0,865
XP_004770585.1,WFS1,ENSMPUP00000007323,100,0.0,1719
XP_004770586.1,WFS1,ENSMPUP00000007323,100,0.0,1719
XP_004770587.1,WFS1,ENSMPUP00000007323,100,0.0,1719
XP_004770588.1,WFS1,ENSMPUP00000007323,100,0.0,1719
XP_004770589.1,WFS1,ENSMPUP00000007323,100,0.0,1719
XP_004770595.2,EVC2,ENSMPUP00000007862,99.9,0.0,2366
XP_004770596.2,EVC2,ENSMPUP00000007862,98.1,0.0,2307
XP_004770598.1,STK32B,ENSMPUP00000007869,100,1.17e-311,847
XP_004770599.1,STK32B,ENSMPUP00000007869,100,1.57e-274,751
XP_004770600.1,CYTL1,ENSMPUP00000007877,100,5.32e-94,274
XP_004770601.1,MSX1,ENSMPUP00000007891,100,3.68e-202,561
XP_004770606.1,LYAR,ENSMPUP00000007909,100,2.42e-247,682
